Tomb No.,Alternate No.,Location,Collection Date,Elevation (MSL),Occupant,Translit. Occupant,Nickname,Translit. Nickname,Occupant Status,Period,Dynasty,Reigning King,Date Begin,Date End,Title1,Title2,Title3,Spouse,Translit. Spouse,Father,Translit. Father,Mother,Translit. Mother,Usurper,Translit. Usurper,Photo Link,Web Link,Notes,Bibliography,ppnsl,x,y
tt101,,SAQ Upper Enclosure,11/11/2005,152.404,Tjener,Tnr,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,Royal butler clean of hands,,,,,,,,,,,,,,"Kampp, TN 1, 24, 373-375; 
PM 1/1, 214-215; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460659.7450000001,2846129.728
tt102,,SAQ Plain,12/17/2005,79.455,Imhotep,jy-m-Htp,,,Primary Owner,New Kingdom,18,Amenhotep III,1386,1349,Royal scribe,Child of the nursery,,,,,,,,,,,,"According to PM 1/1, 102, tomb is inaccessible.","Kampp, TN 1, 21, 268, 375-377; 
PM 1/1, 215-216; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 5, 233.",,460757.0990000004,2845885.466
tt103,mma807,SAQ Upper Enclosure,1/24/2006,119.244,Dagi,dAgj,,,Primary Owner,Middle Kingdom,11,Nebhepetre-Mentuhotep II,2061,2010,vizier,overseer of the city (mayor of Thebes),,Maatnemti,mAat-nmty,,,,,,,,,Tomb and courtyard were reused for Coptic monastery of Epiphanius.,"Arnold, D. Das Grab des Jnj-jt.f. AVDAIK 4. Mainz: Verlag Philipp von Zabern, 1971, p. 40, pl. 18; 
Haikal, F. BIFAO 83 (1983): 209-212; 
Kampp, TN 1, 19, 136, 377-378; 
PM 1/1, 216-217; 
PM1/2, 654; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 108-112; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 22.",,460693.57600000035,2846295.454
tt104,,SAQ Upper Enclosure,11/5/2005,102.676,Djehutynefer,DHwty-nfr,,,Primary Owner,New Kingdom,18,Amenhotep II,1453,1419,Overseer of the treasury,Royal Scribe,,Takhat,tA-xat,,,,,,,,,Djehutynefer is also owner of tt080.,"Assaad, H. A. ""The House of Thutnefer and Egyptian Architectural Drawings."" In Egyptological Miscellanies: A Tribute to Professor Ronald J. Williams, ed. J. K. Hoffmeier and E. S. Meltzer. The Ancient World (Special Volume) 6 (1983): 3-20; 
Dorman, P. ""Two Tombs and One Owner."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung, Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 141-154. SAGA 12. Heidelberg, Heidelberger Orientverlag, 1995; 
Dziobek, E. et al. Eine ikonographische Datierungsmethode für thebanische Wandmalereien der 18. Dynastie. SAGA 3. Heidelberg, Heidelberger Orientverlag, 1992; 
Kampp, TN 1, 23, 87, 136, 138, 378-380; 
PM 1/1, 217-218; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460824.57799999975,2846217.2459999993
tt105,,SAQ Lower Enclosure,12/2/2005,86.247,Khaemopet,xa-m-jpt,,,Primary Owner,New Kingdom,19,Ramesses I to Tawosret,1293,1185,Prophet of the noble ram-sceptre of Amun,,,Amenemopet,jmn-m-jpt,,,,,,,,,"Surveyed 12/3/2005. The door of tt105 is located in the center of the south wall of the large sunken courtyard also containing tt106 (Paser)--west wall, tt107 (Nefersekheru)--north wall under the rock-cut colonnade, & k320--eastern end of the south wall. TT107 is the earliest (Amenhotep III-Amenhotep IV); others are Ramesside (Dyn. 19). Standing before k320 and tt105 is the base of an original rock-cut limestone stairway that once accessed the courtyard from the east (now cut away). The south face of the stairway was apparently left unfinished, shown by the coarsely-hewn nature of the rock on the stair's south face with no care for dressing the stone). Apparently in the Coptic era, a mudbrick Coptic structure with vaulted arch was built between the stairs and entrance of k320, apparently serving as the antechamber to a Coptic establishment inside k320 (since the doors align).  Then at some point, the stairway was cut away nearly entirely, leaving only 5 steps at the base on a low pedestal or socle.","Kampp, TN 1, 24, 380-381; 
PM 1/1, 218-219; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460861.3770000003,2846130.107000001
tt106,Hay 07; Champollion 32,SAQ Lower Enclosure,12/2/2005,85.937,Paser,pA-sr,,,Primary Owner,New Kingdom,19,Sety I to Ramesses II,1291,1212,vizier,overseer of the city (mayor of Thebes),,Tiy,tjy,Nebnetjeru Tjeri,nb-nTrw Trj,Merytre,mryt-ra,,,,,"Surveyed 12/3/2005. The door of tt106 (Paser) is in the west wall of the large sunken courtyard also containing , tt105 (Khaemopet)--south wall center, tt107 (Nefersekheru)--north wall under the rock-cut colonnade, & k320--eastern end of the south wall. TT107 is the earliest (Amenhotep III-Amenhotep IV); others are Ramesside (Dyn. 19). Standing before k320 and tt105 is the base of an original rock-cut limestone stairway that once accessed the courtyard from the east (now cut away). The south face of the stairway was apparently left unfinished, shown by the coarsely-hewn nature of the rock on the stair's south face with no care for dressing the stone). Apparently in the Coptic era, a mudbrick Coptic structure with vaulted arch was built between the stairs and entrance of k320, apparently serving as the antechamber to a Coptic establishment inside k320 (since the doors align).  Then at some point, the stairway was cut away nearly entirely, leaving only 5 steps at the base. The mud-brick pyramid-shrine of tt106 is located above the tomb ca. 93 m. up the slope, adjoining tt065 on the north. Due to poor satellite geometry & inability to acquire signal lock, location of tt106 was taken 1.5 m. out from doorway.","Assmann, J. ""Ein Gespräch im Goldhaus über Kunst und andere Gegenstände."" In Gegengabe: Festschrift für Emma Brunner-Traut, ed I. Gamer-Wallert and W. Helck, 43-60. Tübingen: Attempto, 1992; 
Kampp, TN 1, 32, 87, 136, 382-385; 
Kampp, TN 2, 758; 
Kampp-Seyfried, F. and K.-J. Seyfried. ""Zwei Baugraffiti aus dem Vorhof des Grabes des Paser (TT 106)."" In Wege öffnen: Festschrift für Rolf Gundlach zum 65. Geburtstage, ed. M. Schade-Busch, 117-123. ÄAT 35. Wiesbaden: Harrassowitz, 1996; 
Kitchen, K. A. ""Aspects of Ramesside Egypt."" In Acts First International Congress of Egyptology. Cairo, October 2-10, 1976, ed. W. F. Reineke, 383-389. SGKAO 14. Berlin, Akademie-Verlag, 1979; 
Kitchen, K. A. RHI 3, fasc 1. Oxford: B. H. Blackwell Ltd., 1978; 
PM 1/1, 219-224; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 10, 51, 53, 62, 231, 233; 
Vandier, J. La Revue du Louvre et des Musées de France 18 (1968): 95-108; 
Zandee, J. JEOL 6/16 (1959-1962): 48-71.",,460859.1560000004,2846137.251
tt107,Champollion 33,SAQ Lower Enclosure,12/2/2005,93.196,Nefersekheru,nfr-sxrw,,,Primary Owner,New Kingdom,18,Amenhotep III,1386,1349,"Steward of the palace of ""Nebmaatre-is-the-Dazzling-Sun-Disk""",Royal scribe of the dispatches of the Lord of the Two Lands,,,,Neby,nby,Hapu,Hpw,,,,https://oi.uchicago.edu/research/projects/epi/previous-seasons,"Surveyed 12/3/2005. tt107 (Nefersekheru) is located in a large sunken courtyard similar to  tombs in Asasif dating to reign of Amenhotep III (e.g., tt192, k028, k081). The entrance is situated in the north wall under a rock-cut colonnade. Other later tombs sharing the court are: tt105 (Khaemopet)--south wall center, tt106 (Paser)-- west wall, & k320--eastern end of the south wall. TT107 is the earliest (Amenhotep III-Amenhotep IV); the others are Ramesside (Dyn. 19). Near the center of the court is the base of an original rock-cut limestone stairway that once accessed the courtyard from the east (now cut away). The south face of the stairway was apparently left unfinished, shown by the coarsely-hewn nature of the rock on the stair's south face with no care for dressing the stone). Apparently in the Coptic era, a mudbrick Coptic structure with vaulted arch was built between the stairs and entrance of k320, apparently serving as the antechamber to a Coptic establishment inside k320 (since their doors align). At some point, the stairway was quarried away nearly entirely, leaving only 5 steps at the base on a low pedestal or socle. Since at least 2011, tomb is  being cleared and documented by the Oriental Institute Epigraphic Survey of The University of Chicago (Dir. R. Johnson).","Helck, H. W. MIO 4 (1956): 11-26; 
Kampp, TN 1, 33, 136, 386-387; 
PM 1/1, 224-225; 
Sakurai, K. et al. Comparative Studies of Noble Tombs in Theban Necropolis. Tokyo: Waseda University, 1988; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460872.46800000034,2846138.192
tt108,,SAQ Lower Enclosure,12/28/2005,84.068,Nebseny,nb-sny,,,Primary Owner,New Kingdom,18,Tuthmosis IV (?),1419,1386,First Prophet of Onuris,,,Senseneb,sn-snb,,,,,,,,,,"Kampp, TN 1, 23, 387-388; 
Kozloff, A. P. ""Theban Tomb Paintings from the Reign of Amenhotep III: Problems in Iconography and Chronology."" In The Art of Amenhotep III: Art Historical Analysis. Papers Presented at the International Symposium Held at The Cleveland Museum of Art, Cleveland, Ohio, 20-21 November 1987, ed. L. M. Berman, 55-64. Cleveland: Cleveland Museum of Art, 1990; 
PM 1/1, 225-226; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460957.5259999996,2846110.392999999
tt109,Champollion 34,SAQ Lower Enclosure,12/28/2005,86.315,Minnakht,mnw-nxt,Minu,mnw,Primary Owner,New Kingdom,18,Tuthmosis III,1504,1450,Mayor of Thinis,Overseer of prophets of Onuris,,,,,,Say,say,,,,,"According to Kampp, TN 2, 759, on the west side of the courtyard is located tomb k326, while the entrance to tomb k327 is through an opening in the northeast corner of the columned hall.","Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 30, 389-390; 
Kampp, TN 2, 759.
PM 1/1, 226-227; 
PM 1/2, vii; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 7, 233.",,460904.97300000023,2846154.0759999994
tt111,,SAQ Plain,12/11/2005,80.913,Amenwahsu,jmn-wAH-sw,,,Primary Owner,New Kingdom,19,Ramesses II,1279,1212,Scribe of divine writings in the Estate of Amun,,,Iuy,jwy,Simut,sA-mwt,Wiay,wjAy,,,,,"Located in northeast corner of same courtyard as tt030 (Khonsumose), tt050 (Neferhotep), tt051 (Userhat), and k095.","Barthelmess, P. ""Der Dialog des Amenwachsu mit den Wächtern des Osiris."" In Wege öffnen: Festschrift für Rolf Gundlach zum 65. Geburtstag, ed. M. Schade-Busch, 18-22. ÄAT 35. Wiesbaden: Harrassowitz, 1996; 
Kampp, TN 1, 24, 218, 392; 
PM 1/1, 229; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460898.7050000001,2845949.535
tt112,Champollion 59,SAQ Lower Enclosure,12/28/2005,87.289,Ashefytemwaset,aA-Sfyt-m-wAst,,,Usurper,New Kingdom,19 to 20,Ramesses I to Ramesses XI,1293,1070,"First prophet of Amun, Great of Majesty",,,Mutemwia,mwt-m-wjA,Pentawer,pn-tA-wr,,,,,,,,"Davies, Nina. The Tombs of Menkheperrasonb, Amenmose, and Another (nos. 86, 112, 42, 226). TTS 5. London: EES, 1933; 
Dorman, P. ""Two Tombs and One Owner."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung, Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 141-154. SAGA 12. Heidelberg, Heidelberger Orientverlag, 1995; 
Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 25, 136-137, 392-394; 
PM 1/1, 229-230; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460969.26800000016,2846155.255000001
tt112,Champollion 59,SAQ Lower Enclosure,12/28/2005,87.289,Menkheperreseneb,mn-xpr-ra-snb,,,Primary Owner,New Kingdom,18,Tuthmosis III,1504,1450,First prophet of Amun,Overseer of prophets of Upper and Lower Egypt,Overseer of the Two Houses of Gold and Silver,,,,,,,Ashefytemwaset,aA-Sfyt-m-wAst,,,"According to traditional scholarship, Menkheperreseneb is also owner of tt086. However, Dorman (1995) argues that they were separate but related individuals, i.e., two first prophets of Amun, each named Menkheperreseneb; one was the nephew of the other; both served Tuthmosis III, and tt086 was the earlier of the two tombs. 

","Davies, Nina. The Tombs of Menkheperrasonb, Amenmose, and Another (nos. 86, 112, 42, 226). TTS 5. London: EES, 1933; 
Dorman, P. ""Two Tombs and One Owner."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung, Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 141-154. SAGA 12. Heidelberg, Heidelberger Orientverlag, 1995; 
Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 25, 136-137, 392-394; 
PM 1/1, 229-230; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460969.26800000016,2846155.255000001
tt113,Hay 10,SAQ Lower Enclosure,12/19/2005,92.164,Kynebu,ky-nbw,,,Primary Owner,New Kingdom,20,Ramesses VIII,1133,1126,wab-priest over the secrets of the Estate of Amun,Prophet in the temple of Tuthmosis,,Isis,jst,Bakenamun,bAk-n-jmn,,,,,,,,"Amer, A. A. M. A. GM 49 (1981): 9-12; 
Kampp, TN 1, 23, 137, 394-395; 
PM 1/1, 230-231; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233; 
Wild, H. Kush 7 (1959): 76-87.",,460898.6370000001,2846092.728
tt114,,SAQ Upper Enclosure,12/6/2005,148.272,Unknown,,,,Primary Owner,New Kingdom,20,Setnakht to Ramesses XI,1185,1070,Head of the goldworkers of the Estate of Amun,,,,,,,,,,,,,,"Kampp, TN 1, 23, 395-396; 
PM 1/1, 231-233.",,460508.4139999999,2846056.829
tt115,,SAQ Upper Enclosure,12/6/2005,159.452,Unknown,,,,Primary Owner,New Kingdom,19,Ramesses I to Tawosret,1293,1185,Unknown,,,,,,,,,,,,,,"Kampp, TN 1, 23, 396-397; 
PM 1/1, 233.",,460518.8959999997,2846068.5830000006
tt116,Champollion 10,SAQ Upper Enclosure,12/6/2005,148.865,Unknown,,,,Primary Owner,New Kingdom,18,Tuthmosis IV to Amenhotep III (?),1419,1349,Hereditary prince,,,,,,,,,,,,,,"Hartwig, M. ""The Tomb of a HAty-a, Theban Tomb 116."" In Offerings to the Discerning Eye: An Egyptological Medley in Honor of Jack A. Josephson, ed. S D'Auria, 159-168. CHANE 38. Leiden: Brill, 2010; 
Kampp, TN 1, 23, 396-398; 
PM 1/1, 233; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460529.2240000004,2846075.812000001
tt117,mma1121,SAQ Upper Enclosure,12/5/2005,161.145,Djedmutiufankh,Dd-mwt-jwf-anx,,,Usurper,Third Intermediate Period; Late Period,21 to 22,,1070,712,Outline-draftsman of the house of gold,,,,,,,,,,,,,"The tomb was originally built in the Middle Kingdom (owner unknown). According to Kampp, TN 1, 398, it was usurped later Dyn. 22, based on the history of the family of the usurper.","Kampp, TN 1, 398-405; 
PM 1/1, 233; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 88-92.",,460553.19299999997,2846103.9700000007
tt117,mma1121,SAQ Upper Enclosure,12/5/2005,161.145,Unknown,,,,Primary Owner,Middle Kingdom,11,Mentuhotep I to Mentuhotep IV,2134,1991,Unknown,,,,,,,,,Djedmutiufankh,Dd-mwt-iwf-anx,,,Tomb was usurped in the Third Intermediate Period (Dyn. 21-22).,"Kampp, TN 1, 398-405; 
PM 1/1, 233; 
Soliman, R. Old and Middle Kingdom Theban Tombs. London: Golden House, 2009, 88-92.",,460553.19299999997,2846103.9700000007
tt118,,SAQ Upper Enclosure,12/4/2005,155.817,Amenmose,jmn-ms,,,Primary Owner,New Kingdom,18,Amenhotep III (?),1386,1349,Fan-bearer on the right of the King,,,,,,,,,,,,,,"Kampp, TN 1, 28, 405-406; 
PM 1/1, 233-234.",,460587.0939999996,2846104.8029999994
tt119,,SAQ Upper Enclosure,11/14/2005,133.577,Unknown,,,,Primary Owner,New Kingdom,18,Hatshepsut to Tuthmosis III,1504,1450,Unknown,,,,,,,,,,,,,,"Kampp, TN 1, 18, 39, 406-407; 
PM 1/1, 234.",,460700.73199999984,2846109.2349999994
tt120,,SAQ Upper Enclosure,11/5/2005,150.025,Anen,ann,Meh,mHw,Primary Owner,New Kingdom,18,Amenhotep III,1386,1349,Second prophet of Amun,,,,,Yuia,ywjA,Tjuiu,Twjw,,,,,,"Brock, L. P. JARCE 36 (1999): 71-85; 
Kampp, TN 1, 30, 137, 408-410; 
PM 1/1, 234; 
Sakurai, K. et al. Comparative Studies of Noble Tombs in Theban Necropolis. Tokyo: Waseda University, 1988; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233, 238; 
Wachsmann, S. Aegeans in the Theban Tombs. Orientalia Lovaniensia Analecta 20. Leuven: Uitgeverij Peeters, 1987; 
Warmenbol, E. and Doyen, F. ""Le chat et la maîtresse: les visages multiples d'Hathor."" In Les divins chats d'Égypte: Un air subtil, un dangereux parfum, ed. L. Delvaux and E. Warmenbol, 55-67. Leuven, Éditions Peeters, 1991.",,460678.75,2846231.249
tt121,,SAQ Upper Enclosure,11/5/2005,142.17,Ahmose,jaH-ms,,,Primary Owner,New Kingdom,18,Tuthmosis III (?),1504,1450,Second prophet of Amun,First prophet of Amun in the mortuary temple of Tuthmosis III,God's father; First lector-priest of Amun; Seal-bearer of the King of Lower Egypt,Iret and/or Ray,jrt; ray,Ramose,ra-ms,Bak[…],bAk[…],,,,http://www.cofc.edu/~piccione/t2p2/,"This tomb is located near top of Qurnah hill between tt252 (Senimen) and tt071 (Senenmut). It has an unusually large interior, as well as exterior courtyard. Probably it was completed and enlarged by Ahmose's son, Ra (tt072). It was first usurped late in Dyn. 18 and again in the Late Period. In Late Antiquity, it was apparently prepared as a Coptic monastery, but effort was abandoned before completion. The main burial chamber is accessed by a passage in southwest wall of the transverse hall. The deep vertical shaft on the north side of the outer courtyard (10.8 m.) breaks into the sloping passage of a Middle Kingdom tomb below (mma850). At the intersection, the shaft turns west and winds in a clockwise direction to another burial chamber on the north which also appears original to tt121. Other chambers in the transverse hall and axial corridor were hewn for later burials. The tomb lies directly on a line drawn from the axis of the mortuary temple of Tuthmosis III to the entrance of the tomb of Tuthmosis III in the Valley of the Kings. The owner of tt121 (Ahmose) was First Prophet in the temple of Tuthmosis III. Tomb documented by Charleston expedition (Piccione) along with tt072 and mma850.","Cerny, J. and R. A. Parker. JEA 57 (1971): 127-131; 
Engelmann-v. Carnap, B. ""Soziale Stellung und Grabanlage: Zur Struktur des Friedhofs der 18. Dynastie in Scheich Abd el-Qurna und Chocha."" In Thebanische Beamtennekropolen: Neue Perspektiven archäologischer Forschung Internationales Symposion Heidelberg 9.-13.6.1993, ed. J. Assmann et al., 107-128 passim. SAGA 12. Heiderberg: Heidelberger Orientverlag, 1995; 
Kampp, TN 1, 26, 69, 87, 137, 410-412; 
Piccione, P. A. ""A Family of Priests in the Theban Tombs of Ahmose and R‘a (nos. 121 and 72),"" in Essays for the Library of Seshat: Studies Presented to Janet H. Johnson  on the Occasion of Her 70th Birthday, ed. R. K. Ritner. SAOC 70. Chicago: The Oriental Institute, 2018, 255-279; 
Piccione, P. A. ASAE 79 (2005): 127-135; 
PM 1/1, 235; 
PM 1/2, 677; 
Strudwick, N. and J. H. Taylor, eds. The Theban Necropolis: Past, Present, and Future. London: BM Press, 2003, 233.",,460689.7379999999,2846231.6439999994
